eta,ratio_rbf,l2,mean_train_mse,std_train_mse,mean_train_ccr, std_train_ccr,mean_test_mse,std_test_mse,mean_test_ccr,std_test_ccr
1e-05,0.05,False,0.030191063342791435,0.001527443719070076,87.93333333333334,0.7844161153210134,0.030284999461207763,0.0016821939579420696,88.53333333333333,1.146976702272348
1e-05,0.15,False,0.0005102804261037563,0.0001332687414941998,100.0,0.0,0.0423402279005245,0.002695119098005403,86.53333333333333,1.0456258094238742
1e-05,0.25,False,3.5951151918130563e-05,5.369593779866516e-06,100.0,0.0,0.038075064830059506,0.0016513813561523265,87.33333333333333,0.5577733510227193
1e-05,0.5,False,1.711239380343902e-05,1.1550018822506013e-06,100.0,0.0,0.036296216106318606,0.00247784284722008,87.86666666666667,1.002219758558192
