{6},offline,sigmoid,5000,0,0.6,0.0356119,0.00202611,0.0363669,0.00203933,80.63,1.10176,80.02,0.863327
{6},offline,softmax,5000,0,0.6,0.0218308,0.00294375,0.0229032,0.00293286,87.365,2.33403,86.3733,2.02531
{6},offline,softmax,5000,1,0.6,0.0549896,0.0067852,0.0566911,0.00692201,83.74,2.52801,83.0867,2.87582
{6},offline,sigmoid,5000,0,0.7,0.0320351,0.00134934,0.0328996,0.001437,83.3,0.972433,82.6067,0.7588
{6},offline,softmax,5000,0,0.7,0.0199186,0.00254823,0.0210305,0.00244404,88.385,2.19528,87.0867,1.67674
{6},offline,softmax,5000,1,0.7,0.0583435,0.0191653,0.0601336,0.0184783,83.165,4.56579,82.4267,4.15635
{6},offline,sigmoid,5000,0,0.8,0.0293778,0.00108314,0.0303041,0.00106257,84.79,0.796006,84.1133,0.593296
{6},offline,softmax,5000,0,0.8,0.018527,0.00215832,0.0196805,0.0019728,89.095,1.6308,87.68,1.43306
{6},offline,softmax,5000,1,0.8,0.0342077,0.0186063,0.0372185,0.0178042,88.695,4.24884,87.04,3.48317
{6},offline,sigmoid,5000,0,0.9,0.0273695,0.00122481,0.0283792,0.00111809,85.795,1.03386,84.9,0.757555
{6},offline,softmax,5000,0,0.9,0.0175221,0.00185277,0.0187343,0.00162902,89.56,1.20359,88.1,1.04722
{6},offline,softmax,5000,1,0.9,0.0260189,0.00337418,0.029643,0.00261179,90.61,1.32247,88.72,1.2112
{7},offline,sigmoid,5000,0,0.6,0.0335584,0.00307267,0.034377,0.00310809,81.55,2.35564,80.9867,2.35261
{7},offline,softmax,5000,0,0.6,0.0199099,0.00144732,0.0211248,0.00176171,88.4,0.936249,87.12,0.800555
{7},offline,softmax,5000,1,0.6,0.0433926,0.0128369,0.0453265,0.0123594,86.625,2.47544,85.84,2.03721
{7},offline,sigmoid,5000,0,0.7,0.0310086,0.00344693,0.0319543,0.00349684,82.645,2.45372,81.7,2.37101
{7},offline,softmax,5000,0,0.7,0.0184218,0.00145127,0.0197327,0.00176502,89.05,0.797065,87.68,0.719413
{7},offline,softmax,5000,1,0.7,0.0538745,0.0168427,0.0554919,0.0159954,84.195,3.17714,83.7067,2.95272
{7},offline,sigmoid,5000,0,0.8,0.0291871,0.00341042,0.0302178,0.00351485,83.855,2.17926,82.7267,2.1236
{7},offline,softmax,5000,0,0.8,0.0174041,0.00143822,0.0187829,0.0017448,89.56,0.734549,88.0533,0.673135
{7},offline,softmax,5000,1,0.8,0.041474,0.0255822,0.0437931,0.0242877,86.975,5.63585,86.0267,5.03964
